C01 TITLE: CO2 hourly mean data 
C02 FILE NAME: zsf647n00.ubag.as.cn.co2.nl.hr2016.dat 
C03 DATA FORMAT: Version 1.0
C04 TOTAL LINES: 8816
C05 HEADER LINES: 32
C06 DATA VERSION: 201702
C07 STATION NAME: Zugspitze / Schneefernerhaus 
C08 STATION CATEGORY: Global
C09 OBSERVATION CATEGORY: Air sampling observation at a stationary platform
C10 COUNTRY/TERRITORY: Germany
C11 CONTRIBUTOR: UBA
C12 LATITUDE: 47.42
C13 LONGITUDE: 10.98
C14 ALTITUDE: 2656
C15 NUMBER OF SAMPLING HEIGHTS: 1
C16 SAMPLING HEIGHTS: 
C17 CONTACT POINT: ludwig.ries@uba.de
C18 PARAMETER: CO2
C19 COVERING PERIOD: 2016-01-01 2016-12-31
C20 TIME INTERVAL: hourly
C21 MEASUREMENT UNIT: ppm
C22 MEASUREMENT METHOD: Gas Chromatography (FID)
C23 SAMPLING TYPE: continuous
C24 TIME ZONE: Local time UTC+1
C25 MEASUREMENT SCALE: WMO mole fraction scale
C26 CREDIT FOR USE: This is a formal notification for data users. "For scientific purposes, access to these data is unlimited
C27 and provided without charge. By their use you accept that an offer of co-authorship will be made through personal contact
C28 with the data providers or owners whenever substantial use is made of their data. In all cases, an acknowledgement
C29 must be made to the data providers or owners and the data centre when these data are used within a publication."
C30 COMMENT:
C31
C32   DATE  TIME       DATE  TIME        CO2    ND      SD     F CS       REM
2016-01-01 00:00 9999-99-99 99:99    405.926    60   0.179   ...  0 -99999999
2016-01-01 01:00 9999-99-99 99:99    406.120    60   0.084   ...  0 -99999999
2016-01-01 02:00 9999-99-99 99:99    406.141    60   0.081   ...  0 -99999999
2016-01-01 03:00 9999-99-99 99:99    406.014    60   0.214   ...  0 -99999999
2016-01-01 04:00 9999-99-99 99:99    406.624    60   0.172   ...  0 -99999999
2016-01-01 05:00 9999-99-99 99:99    406.948    60   0.099   ...  0 -99999999
2016-01-01 06:00 9999-99-99 99:99    406.585    60   0.277   ...  0 -99999999
2016-01-01 07:00 9999-99-99 99:99    406.508    60   0.143   ...  0 -99999999
2016-01-01 08:00 9999-99-99 99:99    406.482    60   0.080   ...  0 -99999999
2016-01-01 09:00 9999-99-99 99:99    406.538    60   0.092   ...  0 -99999999
2016-01-01 10:00 9999-99-99 99:99    406.328    60   0.188   ...  0 -99999999
2016-01-01 11:00 9999-99-99 99:99    405.978    60   0.232   ...  0 -99999999
2016-01-01 12:00 9999-99-99 99:99    405.559    60   0.111   ...  0 -99999999
2016-01-01 13:00 9999-99-99 99:99 -99999.999    38   0.411   ...  0 -99999999
2016-01-01 14:00 9999-99-99 99:99    406.158    60   0.128   ...  0 -99999999
2016-01-01 15:00 9999-99-99 99:99    406.032    60   0.188   ...  0 -99999999
2016-01-01 16:00 9999-99-99 99:99    405.395    60   0.349   ...  0 -99999999
2016-01-01 17:00 9999-99-99 99:99    404.886    60   0.128   ...  0 -99999999
2016-01-01 18:00 9999-99-99 99:99    404.942    60   0.235   ...  0 -99999999
2016-01-01 19:00 9999-99-99 99:99    404.386    60   0.090   ...  0 -99999999
2016-01-01 20:00 9999-99-99 99:99    404.694    60   0.054   ...  0 -99999999
2016-01-01 21:00 9999-99-99 99:99    404.704    60   0.041   ...  0 -99999999
2016-01-01 22:00 9999-99-99 99:99    404.598    60   0.075   ...  0 -99999999
2016-01-01 23:00 9999-99-99 99:99    404.650    60   0.134   ...  0 -99999999
2016-01-02 00:00 9999-99-99 99:99    404.599    60   0.154   ...  0 -99999999
2016-01-02 01:00 9999-99-99 99:99    404.857    60   0.170   ...  0 -99999999
2016-01-02 02:00 9999-99-99 99:99    405.193    60   0.037   ...  0 -99999999
2016-01-02 03:00 9999-99-99 99:99    405.082    60   0.137   ...  0 -99999999
2016-01-02 04:00 9999-99-99 99:99    404.518    60   0.153   ...  0 -99999999
2016-01-02 05:00 9999-99-99 99:99    404.388    60   0.137   ...  0 -99999999
2016-01-02 06:00 9999-99-99 99:99    404.599    60   0.131   ...  0 -99999999
2016-01-02 07:00 9999-99-99 99:99    404.799    60   0.114   ...  0 -99999999
2016-01-02 08:00 9999-99-99 99:99    404.637    60   0.077   ...  0 -99999999
2016-01-02 09:00 9999-99-99 99:99    404.373    60   0.161   ...  0 -99999999
2016-01-02 10:00 9999-99-99 99:99    404.349    60   0.112   ...  0 -99999999
2016-01-02 11:00 9999-99-99 99:99    404.447    60   0.162   ...  0 -99999999
2016-01-02 12:00 9999-99-99 99:99    404.690    60   0.216   ...  0 -99999999
2016-01-02 13:00 9999-99-99 99:99 -99999.999    38   0.093   ...  0 -99999999
2016-01-02 14:00 9999-99-99 99:99    404.678    60   0.103   ...  0 -99999999
2016-01-02 15:00 9999-99-99 99:99    404.865    60   0.179   ...  0 -99999999
2016-01-02 16:00 9999-99-99 99:99    405.428    60   0.165   ...  0 -99999999
2016-01-02 17:00 9999-99-99 99:99    405.300    60   0.199   ...  0 -99999999
2016-01-02 18:00 9999-99-99 99:99    405.668    60   0.211   ...  0 -99999999
2016-01-02 19:00 9999-99-99 99:99    405.032    60   0.233   ...  0 -99999999
2016-01-02 20:00 9999-99-99 99:99    405.876    60   0.783   ...  0 -99999999
2016-01-02 21:00 9999-99-99 99:99    407.268    60   0.414   ...  0 -99999999
2016-01-02 22:00 9999-99-99 99:99    407.586    60   0.186   ...  0 -99999999
2016-01-02 23:00 9999-99-99 99:99    407.302    60   0.123   ...  0 -99999999
2016-01-03 00:00 9999-99-99 99:99    406.677    60   0.214   ...  0 -99999999
2016-01-03 01:00 9999-99-99 99:99    406.824    60   0.374   ...  0 -99999999
2016-01-03 02:00 9999-99-99 99:99    407.385    60   0.431   ...  0 -99999999
2016-01-03 03:00 9999-99-99 99:99    407.797    60   0.226   ...  0 -99999999
2016-01-03 04:00 9999-99-99 99:99    407.217    60   0.533   ...  0 -99999999
2016-01-03 05:00 9999-99-99 99:99    407.598    60   0.416   ...  0 -99999999
2016-01-03 06:00 9999-99-99 99:99    406.833    60   0.341   ...  0 -99999999
2016-01-03 07:00 9999-99-99 99:99    407.159    60   0.259   ...  0 -99999999
2016-01-03 08:00 9999-99-99 99:99    406.794    60   0.401   ...  0 -99999999
2016-01-03 09:00 9999-99-99 99:99    406.010    60   0.256   ...  0 -99999999
2016-01-03 10:00 9999-99-99 99:99    405.819    60   0.092   ...  0 -99999999
2016-01-03 11:00 9999-99-99 99:99    405.477    60   0.278   ...  0 -99999999
2016-01-03 12:00 9999-99-99 99:99    405.258    60   0.290   ...  0 -99999999
2016-01-03 13:00 9999-99-99 99:99 -99999.999    38   0.074   ...  0 -99999999
2016-01-03 14:00 9999-99-99 99:99    405.867    60   0.124   ...  0 -99999999
2016-01-03 15:00 9999-99-99 99:99    405.786    60   0.101   ...  0 -99999999
2016-01-03 16:00 9999-99-99 99:99    405.662    60   0.178   ...  0 -99999999
2016-01-03 17:00 9999-99-99 99:99    405.627    60   0.168   ...  0 -99999999
2016-01-03 18:00 9999-99-99 99:99    405.268    60   0.100   ...  0 -99999999
2016-01-03 19:00 9999-99-99 99:99    405.089    60   0.224   ...  0 -99999999
2016-01-03 20:00 9999-99-99 99:99    404.897    60   0.091   ...  0 -99999999
2016-01-03 21:00 9999-99-99 99:99    404.996    60   0.093   ...  0 -99999999
2016-01-03 22:00 9999-99-99 99:99    404.795    60   0.143   ...  0 -99999999
2016-01-03 23:00 9999-99-99 99:99    405.420    60   0.176   ...  0 -99999999
2016-01-04 00:00 9999-99-99 99:99    405.655    60   0.084   ...  0 -99999999
2016-01-04 01:00 9999-99-99 99:99    405.558    60   0.153   ...  0 -99999999
2016-01-04 02:00 9999-99-99 99:99    406.186    60   0.221   ...  0 -99999999
2016-01-04 03:00 9999-99-99 99:99    406.677    60   0.169   ...  0 -99999999
2016-01-04 04:00 9999-99-99 99:99    407.137    60   0.090   ...  0 -99999999
2016-01-04 05:00 9999-99-99 99:99    407.122    60   0.072   ...  0 -99999999
2016-01-04 06:00 9999-99-99 99:99    406.831    60   0.099   ...  0 -99999999
2016-01-04 07:00 9999-99-99 99:99    406.727    60   0.075   ...  0 -99999999
2016-01-04 08:00 9999-99-99 99:99    406.648    60   0.098   ...  0 -99999999
2016-01-04 09:00 9999-99-99 99:99    406.544    60   0.200   ...  0 -99999999
2016-01-04 10:00 9999-99-99 99:99    406.327    60   0.233   ...  0 -99999999
2016-01-04 11:00 9999-99-99 99:99    406.264    60   0.158   ...  0 -99999999
2016-01-04 12:00 9999-99-99 99:99    406.704    60   0.165   ...  0 -99999999
2016-01-04 13:00 9999-99-99 99:99 -99999.999    38   0.121   ...  0 -99999999
2016-01-04 14:00 9999-99-99 99:99    406.694    60   0.084   ...  0 -99999999
2016-01-04 15:00 9999-99-99 99:99    406.473    60   0.122   ...  0 -99999999
2016-01-04 16:00 9999-99-99 99:99    406.242    60   0.076   ...  0 -99999999
2016-01-04 17:00 9999-99-99 99:99    406.263    60   0.138   ...  0 -99999999
2016-01-04 18:00 9999-99-99 99:99    405.873    60   0.084   ...  0 -99999999
2016-01-04 19:00 9999-99-99 99:99    405.754    60   0.049   ...  0 -99999999
2016-01-04 20:00 9999-99-99 99:99    405.705    60   0.047   ...  0 -99999999
2016-01-04 21:00 9999-99-99 99:99    405.985    60   0.110   ...  0 -99999999
2016-01-04 22:00 9999-99-99 99:99    406.018    60   0.049   ...  0 -99999999
2016-01-04 23:00 9999-99-99 99:99    405.881    60   0.029   ...  0 -99999999
2016-01-05 00:00 9999-99-99 99:99    405.830    60   0.025   ...  0 -99999999
2016-01-05 01:00 9999-99-99 99:99    405.620    60   0.103   ...  0 -99999999
2016-01-05 02:00 9999-99-99 99:99    405.577    60   0.108   ...  0 -99999999
2016-01-05 03:00 9999-99-99 99:99    405.555    60   0.052   ...  0 -99999999
2016-01-05 04:00 9999-99-99 99:99    405.469    60   0.042   ...  0 -99999999
2016-01-05 05:00 9999-99-99 99:99    405.241    60   0.087   ...  0 -99999999
2016-01-05 06:00 9999-99-99 99:99    405.328    60   0.199   ...  0 -99999999
2016-01-05 07:00 9999-99-99 99:99 -99999.999    30   0.074   ...  0 -99999999
2016-01-05 08:00 9999-99-99 99:99 -99999.999     0 -99.999   N..  0 -99999999
2016-01-05 09:00 9999-99-99 99:99    405.929    60   0.168   ...  0 -99999999
2016-01-05 10:00 9999-99-99 99:99    405.898    60   0.092   ...  0 -99999999
2016-01-05 11:00 9999-99-99 99:99    405.701    60   0.095   ...  0 -99999999
2016-01-05 12:00 9999-99-99 99:99 -99999.999    20   0.081   N..  0 -99999999
2016-01-05 13:00 9999-99-99 99:99 -99999.999    38   0.067   ...  0 -99999999
2016-01-05 14:00 9999-99-99 99:99    405.983    60   0.102   ...  0 -99999999
2016-01-05 15:00 9999-99-99 99:99    405.869    60   0.090   ...  0 -99999999
2016-01-05 16:00 9999-99-99 99:99    406.047    60   0.088   ...  0 -99999999
2016-01-05 17:00 9999-99-99 99:99    406.288    60   0.285   ...  0 -99999999
2016-01-05 18:00 9999-99-99 99:99    405.945    60   0.117   ...  0 -99999999
2016-01-05 19:00 9999-99-99 99:99    405.831    60   0.068   ...  0 -99999999
2016-01-05 20:00 9999-99-99 99:99    405.843    60   0.057   ...  0 -99999999
2016-01-05 21:00 9999-99-99 99:99    405.728    60   0.078   ...  0 -99999999
2016-01-05 22:00 9999-99-99 99:99    405.649    60   0.049   ...  0 -99999999
2016-01-05 23:00 9999-99-99 99:99    405.745    60   0.054   ...  0 -99999999
2016-01-06 00:00 9999-99-99 99:99    405.771    60   0.056   ...  0 -99999999
2016-01-06 01:00 9999-99-99 99:99    405.787    60   0.077   ...  0 -99999999
2016-01-06 02:00 9999-99-99 99:99    405.857    60   0.070   ...  0 -99999999
2016-01-06 03:00 9999-99-99 99:99    405.884    60   0.027   ...  0 -99999999
2016-01-06 04:00 9999-99-99 99:99    405.719    60   0.064   ...  0 -99999999
2016-01-06 05:00 9999-99-99 99:99    405.783    60   0.125   ...  0 -99999999
2016-01-06 06:00 9999-99-99 99:99    405.730    60   0.062   ...  0 -99999999
2016-01-06 07:00 9999-99-99 99:99    405.814    60   0.047   ...  0 -99999999
